"treatment" "mouse" "organ" "celltype" "Ki67" "CD69" "CD62L" "population"
"T2" 56 "spl" "T2in" -507.211648253783 -30.6592575028522 -1149.89159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -564.859648253783 -91.5389275028522 -512.528599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -556.065648253783 -28.3792575028522 -1133.48159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -547.477648253783 18.6394424971478 -963.099599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -450.082648253783 16.6724424971478 -1190.75159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -586.577648253783 -116.045057502852 38.7964001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -460.006648253783 46.8904424971478 -514.404599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1478.19235174622 -90.4256175028522 -336.374599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 61.0623517462166 102.105442497148 388.980400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -448.246648253783 121.136442497148 -290.934599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -509.622648253783 11.6424424971478 -156.477099801513 "T256splT2in"
"T2" 56 "spl" "T2in" -566.463648253784 -26.4545575028522 -983.732599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -519.016648253784 5.23444249714784 123.619400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -616.916648253783 -50.4887575028522 -975.504599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -237.360648253783 -47.6909575028522 -1710.51159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -578.817648253783 18.5744424971478 -879.173599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -464.585648253783 -3.86155750285216 -339.126599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -509.304648253783 9.15944249714784 11180.1384001985 "T256splT2in"
"T2" 56 "spl" "T2in" -563.394648253783 49.4654424971478 -454.028599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -314.455648253783 -45.9196575028522 578.054400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -493.271648253783 -41.3497575028522 -827.238599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -305.760648253783 15.5604424971478 -1422.23159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -452.241648253783 17.5444424971478 27.2834001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -546.968648253783 -42.3267575028522 -693.409599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 31.7803517462165 -46.0745575028522 2184.77840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -543.824648253783 -42.9385575028522 -1447.92159980151 "T256splT2in"
"T2" 56 "spl" "T2in" 4563.99235174622 -119.639057502852 -41.8707998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -573.559648253784 19.0474424971478 -92.0530998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -541.853648253783 -61.9562575028522 -708.214599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -188.705648253783 -20.6009575028522 -259.076599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -492.614648253783 -60.6948575028522 3330.82840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -458.432648253783 33.4204424971478 1058.90840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -477.486648253783 96.6824424971478 -926.258599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -512.386648253784 -28.5974575028522 -1489.66159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -144.464648253783 71.4294424971478 947.818400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -545.474648253783 -0.961857502852155 -6.59859980151339 "T256splT2in"
"T2" 56 "spl" "T2in" -515.079648253783 -11.7433575028522 -1020.41559980151 "T256splT2in"
"T2" 56 "spl" "T2in" -407.950648253783 -8.27725750285215 -557.814599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 15.7113517462166 159.046442497148 -564.311599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -634.443648253784 -77.9660575028522 -846.814599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -535.400648253783 -41.0168575028522 -859.627599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -277.428648253783 41.3904424971478 613.926400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -401.391648253783 20.2364424971478 -1134.40159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -532.784648253783 -109.976757502852 -917.569599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -61.6816482537835 150.591442497148 1019.34840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -581.178648253783 -46.1462575028522 -236.358599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -539.762648253783 -3.18355750285215 -148.945299801513 "T256splT2in"
"T2" 56 "spl" "T2in" -437.113648253783 17.8464424971478 -458.486599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -484.414648253783 -7.26075750285216 -739.562599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -621.600648253783 -62.6214575028522 -1005.90559980151 "T256splT2in"
"T2" 56 "spl" "T2in" -380.611648253783 1.91884249714784 -814.490599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 765.532351746217 697.504442497148 1126.27840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -350.553648253783 43.2394424971478 -382.942599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -482.371648253783 -22.8301575028522 -1325.42159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -476.190648253783 -8.39215750285216 -475.474599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -566.476648253783 -79.2671575028522 -773.728599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 2102.81235174622 -4.95195750285215 -510.358599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -392.855648253783 -90.1884875028522 369.493400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -556.665648253784 -96.5366975028522 -957.530599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 261.612351746217 69.0784424971478 807.098400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -227.838648253784 -59.5313575028522 -1279.99159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -494.739648253783 -2.42215750285216 -333.848599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -362.630648253783 -11.9317575028522 -217.285399801513 "T256splT2in"
"T2" 56 "spl" "T2in" -522.569648253783 -89.6954375028522 -422.527599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -515.869648253783 -64.2427575028522 -1162.06159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -550.877648253783 -43.1690575028522 -1178.55159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -656.539348253783 -99.9733375028522 -825.605599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -485.477648253783 16.1244424971478 -636.470599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -530.986648253783 -8.99065750285216 -1093.24559980151 "T256splT2in"
"T2" 56 "spl" "T2in" -411.209648253783 36.4034424971479 -1334.07159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -580.332648253783 -13.4279575028522 -1287.59159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -589.393648253783 -74.6246575028522 -1060.22959980151 "T256splT2in"
"T2" 56 "spl" "T2in" -479.653648253783 58.5184424971478 7225.97840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -382.406648253783 24.1524424971478 -863.315599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -484.590648253783 -38.8644575028522 -88.1208998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -444.490648253783 9.57144249714784 -668.555599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -74.5546482537835 125.065442497148 411.592400198487 "T256splT2in"
"T2" 56 "spl" "T2in" 245.422351746217 83.4474424971478 866.965400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -414.796648253783 52.7064424971478 -669.940599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -521.243648253783 -76.4253575028522 -163.877599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -600.754648253783 -49.4565575028522 -136.905209801513 "T256splT2in"
"T2" 56 "spl" "T2in" 18552.3423517462 -164.496357502852 178.493400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -435.693648253783 -40.1861575028522 -550.157599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 627.562351746217 170.035442497148 10901.8384001985 "T256splT2in"
"T2" 56 "spl" "T2in" 909.852351746217 -66.5304575028522 1717.30840019849 "T256splT2in"
"T2" 56 "spl" "T2in" 608.042351746217 42.3124424971478 556.746400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -510.342648253783 25.0114424971478 -804.134599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -489.666648253783 -51.3890575028522 373.999400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -567.971648253783 -73.5563575028522 -841.492599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -536.174648253784 -65.3239575028522 -831.345599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -565.023648253783 -12.5674575028522 -794.110599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -547.375648253783 -28.9869575028522 -1157.50159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -366.108648253783 -25.0951575028522 -1747.26159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -213.746648253784 106.724442497148 -946.140599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1821.74235174622 -26.8734575028522 -277.735599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 5925.50235174622 -137.171557502852 -744.688599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -545.275648253783 -55.8193575028522 -766.417599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -447.301648253783 -93.0104775028522 -905.548599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 389.602351746217 -7.07595750285216 549.605400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -519.042648253783 -18.8751575028522 -1221.30159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -502.232648253783 -16.5765575028522 -418.828599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -547.305648253783 48.9054424971478 -1084.10859980151 "T256splT2in"
"T2" 56 "spl" "T2in" -541.950648253783 -79.6689575028522 -951.120599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 571.242351746217 3.55594249714784 -322.561599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -588.458648253783 -29.8195575028522 605.062400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -498.691648253783 -42.6018575028522 -570.010599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -460.680648253783 -30.2879575028522 -995.479599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -482.899648253783 -61.1464575028522 27.5644001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -219.071648253783 -52.7875575028522 -704.374599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 47.1283517462165 71.6264424971478 -19.2075998015134 "T256splT2in"
"T2" 56 "spl" "T2in" 5263.50235174622 -122.078757502852 -305.574599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -422.864648253783 71.4104424971479 3454.39840019849 "T256splT2in"
"T2" 56 "spl" "T2in" 2851.62235174622 -19.1619575028522 1417.09840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -600.618648253783 -78.8298575028521 -459.621599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 4606.83235174622 -61.3735575028522 -502.479599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -449.691648253783 -30.9700575028522 -1140.24159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -578.170648253783 6.09844249714784 -577.481599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -389.821648253783 115.161442497148 -647.854599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -633.420648253783 -70.5555575028522 -1138.26159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -505.957648253783 -26.6784575028522 3776.02840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -426.218648253783 -76.6308575028522 -382.946599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -285.687648253783 14.8524424971478 -429.377599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -606.762648253783 -38.4867575028522 -151.949599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -532.070648253783 20.3704424971478 -584.527599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -534.878648253783 -100.196127502852 -1083.91959980151 "T256splT2in"
"T2" 56 "spl" "T2in" 6408.61235174622 -26.5208575028522 -313.971599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -292.131648253783 28.1434424971478 184.019400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -440.755648253783 -39.6566575028522 5.65940019848661 "T256splT2in"
"T2" 56 "spl" "T2in" -512.821648253783 12.5044424971478 -423.350599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -538.451648253783 -32.1794575028522 -177.142199801513 "T256splT2in"
"T2" 56 "spl" "T2in" -514.075648253783 16.7824424971478 -1116.94059980151 "T256splT2in"
"T2" 56 "spl" "T2in" 12122.1423517462 -15.7004575028522 94.6904001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -520.328648253784 -54.7911575028522 -82.9829998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -460.943648253783 -76.3822575028522 -288.488599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -502.083648253783 -43.9052575028522 -475.694599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -42.1056482537834 61.9174424971478 -752.925599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -509.317648253783 -88.2118975028522 -16.0105998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -486.161648253783 -95.3518036028522 -566.312599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 417.512351746217 33.7554424971479 129.993400198487 "T256splT2in"
"T2" 56 "spl" "T2in" 297.232351746217 -59.6874575028522 -437.598599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -533.958648253783 -28.1048575028522 -254.392599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -575.437648253783 -86.4335175028522 -288.299599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -428.100648253783 40.3574424971478 4297.52840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -410.067648253783 -77.8574575028522 -592.714599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -557.268648253783 -18.2249575028522 -279.240599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -359.831648253783 34.2094424971478 -762.631599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -533.003648253783 -56.0970575028522 -411.732599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -530.468648253783 39.7264424971478 -1169.73159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -583.218648253783 1.59504249714784 725.771400198487 "T256splT2in"
"T2" 56 "spl" "T2in" 5935.96235174622 -53.2788575028522 -501.356599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -594.085648253783 4.16844249714784 -401.813599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -543.095648253783 -21.7643575028522 -249.002599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -200.328648253784 171.783442497148 445.499400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -431.940648253783 -13.8913575028522 -582.701599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -395.492648253783 49.7944424971478 -732.549599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -595.636648253784 -81.7603575028522 -468.036599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -454.620648253783 8.36644249714784 -559.233599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -532.219648253783 30.2984424971478 -672.795599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -396.992648253783 8.83344249714784 -839.148599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -499.693648253783 41.4744424971478 -1032.21559980151 "T256splT2in"
"T2" 56 "spl" "T2in" -511.993648253783 24.2404424971478 -466.729599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -579.413648253783 -72.5006575028522 -335.689599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -231.990648253783 147.096442497148 483.164400198487 "T256splT2in"
"T2" 56 "spl" "T2in" 4858.55235174622 -69.6763575028522 -158.878199801513 "T256splT2in"
"T2" 56 "spl" "T2in" -483.257648253783 -9.10285750285216 -665.534599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -500.767648253783 -81.4582575028522 -1477.00159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -573.493648253783 -89.7322575028522 -1358.97159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -451.477648253783 -71.1335575028522 488.664400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -570.345648253783 -99.5226175028522 -572.690599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -530.069648253783 -156.832857502852 -785.900599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -620.854648253783 23.3654424971478 -385.926599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -514.897648253783 -10.9865575028522 -834.660599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -454.837648253783 -5.72215750285216 -527.043599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -567.424648253784 -102.175767502852 -1000.64359980151 "T256splT2in"
"T2" 56 "spl" "T2in" -124.475648253783 84.1884424971478 -297.167599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -141.372648253783 8.70544249714784 14334.1384001985 "T256splT2in"
"T2" 56 "spl" "T2in" -491.418648253783 -99.4979075028522 -337.511599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1915.09235174622 -33.7194575028522 329.684400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -491.847648253783 41.5454424971478 227.807400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -573.143648253783 -53.3388575028522 38.9494001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -533.593648253783 -33.1199575028522 -920.255599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -509.117648253783 -46.4304575028522 -971.079599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 646.332351746217 -26.7420575028522 -425.830599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -508.148648253783 -7.23475750285216 -248.138599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -496.779648253783 8.81944249714785 -393.166599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -475.931648253783 10.5844424971478 -633.990599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 2350.86235174622 342.469442497148 32.2544001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -558.337648253784 32.0964424971478 -975.584599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -424.601648253783 -50.2150575028522 -488.880599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -487.227648253783 -18.9962575028522 -524.516599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -514.466648253783 32.8294424971478 -499.714599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1287.39235174622 -72.7279575028522 -58.3764998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -540.959648253783 -94.6024305028522 -775.794599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 132.200351746216 -30.1832575028522 -325.364599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 118.757351746217 119.215442497148 1201.05840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -543.619648253783 -87.5046075028522 -874.480599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -207.402648253783 8.61544249714784 -1146.81159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -412.726648253783 -5.52105750285216 -317.004599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -483.523648253783 1.90194249714784 -942.205599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -623.804648253783 -99.8922475028522 222.264400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -471.898648253783 -64.5036575028521 -442.051599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -409.987648253783 -66.8052575028522 -992.687599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -510.944648253783 -29.5842575028522 -942.221599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -428.635648253783 67.7804424971478 24685.7384001985 "T256splT2in"
"T2" 56 "spl" "T2in" -534.355648253783 -21.6364575028522 -683.295599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 2136.09235174622 7.90844249714785 3432.65840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -459.118648253783 -53.2222575028522 -735.763599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 241.983351746216 80.4014424971478 869.726400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -375.034648253783 77.4464424971478 -376.050599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 49.7103517462166 74.4394424971479 -600.868599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -378.938648253783 119.150442497148 -575.641599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 256.482351746217 101.412442497148 16258.3384001985 "T256splT2in"
"T2" 56 "spl" "T2in" -183.981648253783 140.116442497148 -185.800599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -519.414648253784 73.6324424971478 -510.997599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -608.957648253783 -64.5713575028522 -526.016599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -328.325648253783 94.5424424971478 13126.6384001985 "T256splT2in"
"T2" 56 "spl" "T2in" -411.346648253783 34.2454424971478 -268.011599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -434.185648253783 62.0544424971478 -383.419599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -651.710648253783 -33.9865575028522 -370.092599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1817.35235174622 151.775442497148 8331.42840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -577.427648253783 -39.8374575028522 -498.157599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1484.05235174622 -18.4112575028522 -484.985599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 3042.19235174622 -27.9460575028522 2.73240019848662 "T256splT2in"
"T2" 56 "spl" "T2in" -481.684648253783 -29.2930575028522 -1834.47159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -507.914648253783 55.1114424971478 -76.7582998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -581.697648253783 34.8034424971479 -821.460599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -381.633648253783 -16.2805575028522 -507.046599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -535.020648253784 -66.5994575028522 -249.137599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -356.050648253783 61.1114424971478 570.093400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -84.5386482537834 15.6444424971478 92.3314001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -487.954648253783 -12.7838575028522 -1222.36159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -487.246648253783 28.1644424971478 265.584400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -501.135648253783 -43.5460575028522 -404.087599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -236.543648253783 44.7834424971478 427.709400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -574.980648253783 74.3544424971478 -1198.67159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -487.797648253783 -5.18375750285216 -793.675599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -495.218648253783 45.5114424971479 -998.422599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1791.25235174622 -41.8075575028522 -69.1229998015134 "T256splT2in"
"T2" 56 "spl" "T2in" -326.068648253783 156.883442497148 651.225400198487 "T256splT2in"
"T2" 56 "spl" "T2in" 3191.58235174622 -31.9335575028522 -278.131599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -25.0106482537834 150.121442497148 1555.57840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -526.618648253783 -88.2112875028522 -958.884599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 1537.83235174622 -86.2134775028522 1803.28840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -579.824648253783 -48.6101575028522 6.89940019848662 "T256splT2in"
"T2" 56 "spl" "T2in" -486.412648253783 -69.9929575028522 -1150.38159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -558.210648253783 -71.0103575028522 -1109.26159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -578.066648253783 -113.054657502852 -1300.43159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -426.618648253783 4.13824249714784 67.4114001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -464.275648253783 0.104542497147847 -1046.93759980151 "T256splT2in"
"T2" 56 "spl" "T2in" 408.622351746217 -64.6390575028522 626.878400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -488.255648253783 -23.3567575028522 -699.226599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -459.301648253783 -77.7714575028522 27.4014001984866 "T256splT2in"
"T2" 56 "spl" "T2in" 2358.91235174622 -22.7701575028522 -526.117599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -583.855648253783 -0.570457502852165 -815.529599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -449.038648253783 -34.5519575028522 -1009.54259980151 "T256splT2in"
"T2" 56 "spl" "T2in" -286.322648253783 14.4124424971478 -778.360599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -427.590648253783 4.09854249714785 -553.221599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -523.430648253783 -37.4227575028522 -698.087599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -477.845648253783 -84.0739575028522 -247.173599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -525.347648253784 33.0424424971478 -346.688599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -512.505648253783 -31.8031575028522 307.296400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -499.690648253783 -39.1617575028522 -505.460599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -504.246648253783 -30.9931575028522 -1055.61959980151 "T256splT2in"
"T2" 56 "spl" "T2in" -516.106648253784 28.0954424971478 -651.729599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -260.237648253783 42.4354424971478 982.038400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -411.357648253783 22.8874424971478 -1446.73159980151 "T256splT2in"
"T2" 56 "spl" "T2in" -609.595648253783 30.6664424971478 -647.293599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -519.016648253784 24.0984424971478 -555.397599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -510.611648253783 1.01404249714784 101.153400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -537.777648253783 -54.3945575028522 -859.681599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -461.956648253783 33.4824424971478 -338.806599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -525.110648253783 -56.0204575028522 -438.279599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -438.750648253783 38.9404424971478 -685.023599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -348.396648253783 161.839442497148 369.451400198487 "T256splT2in"
"T2" 56 "spl" "T2in" -546.671648253783 40.2084424971478 -200.239699801513 "T256splT2in"
"T2" 56 "spl" "T2in" -542.124648253783 -23.9272575028522 -735.619599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 4255.40235174622 -30.1211575028522 74.1024001984866 "T256splT2in"
"T2" 56 "spl" "T2in" -431.256648253783 -86.0795875028522 -553.846599801513 "T256splT2in"
"T2" 56 "spl" "T2in" -278.671648253783 -33.2694575028522 -849.257599801513 "T256splT2in"
"T2" 56 "spl" "T2in" 499.412351746216 135.079442497148 1820.94840019849 "T256splT2in"
"T2" 56 "spl" "T2in" -599.521648253783 -67.0881575028522 -813.272599801513 "T256splT2in"
